comparison,period,variant,pct,price_lambda,candidate_count,selected_count,event_count,covered_event_count,stage1_event_coverage,post_bottom_rate,center_day_rate,overpay_mean,overpay_median,overpay_p75,overpay_p90,within_0_8pct_rate,exact_bottom_rate
matched_budget,development,spatial_p0030_l000,0.003,0.0,978,460,,,,,,0.02067705924747379,0.00947685794601516,0.027247664817652784,0.05099221794142057,0.46304347826086956,0.2326086956521739
matched_budget,development,spatial_p0030_l025,0.003,0.25,978,460,,,,,,0.02053389228492891,0.009237991478616592,0.027247664817652784,0.05040064410057385,0.4717391304347826,0.23043478260869565
matched_budget,development,spatial_p0030_l050,0.003,0.5,978,460,,,,,,0.02043222977397547,0.009198302769797051,0.02710978372412559,0.05040064410057385,0.47391304347826085,0.2326086956521739
matched_budget,development,spatial_p0030_l100,0.003,1.0,978,460,,,,,,0.02018090882650005,0.009237991478616592,0.02710978372412559,0.050025033254198124,0.4717391304347826,0.22826086956521738
matched_budget,development,spatial_p0030_l200,0.003,2.0,978,460,,,,,,0.020715471087151043,0.00947685794601516,0.02758205236145106,0.051187585285345776,0.4652173913043478,0.23043478260869565
matched_budget,development,spatial_p0030_l400,0.003,4.0,978,460,,,,,,0.020815244530504637,0.00947685794601516,0.027910479387706355,0.051183706952629415,0.4652173913043478,0.23043478260869565
matched_budget,development,spatial_p0035_l000,0.0035,0.0,978,460,,,,,,0.02043544580356659,0.00947685794601516,0.026464109549774573,0.05040064410057385,0.4652173913043478,0.23043478260869565
matched_budget,development,spatial_p0035_l025,0.0035,0.25,978,460,,,,,,0.020362660793869815,0.009198302769797051,0.027032183652800856,0.050025033254198124,0.4717391304347826,0.23043478260869565
matched_budget,development,spatial_p0035_l050,0.0035,0.5,978,460,,,,,,0.020546945350337336,0.00947685794601516,0.02710978372412559,0.050025033254198124,0.4652173913043478,0.2326086956521739
matched_budget,development,spatial_p0035_l100,0.0035,1.0,978,460,,,,,,0.020382838639691293,0.009278303033640967,0.02710978372412559,0.04997516966867319,0.46956521739130436,0.2326086956521739
matched_budget,development,spatial_p0035_l200,0.0035,2.0,978,460,,,,,,0.020693900282682316,0.009321430514152018,0.027769919563993772,0.05099221794142057,0.46956521739130436,0.23478260869565218
matched_budget,development,spatial_p0035_l400,0.0035,4.0,978,460,,,,,,0.02077402447284952,0.00947685794601516,0.027769919563993772,0.051183706952629415,0.4652173913043478,0.23478260869565218
matched_budget,development,spatial_p0040_l000,0.004,0.0,978,460,,,,,,0.020008139645053737,0.00913812724966867,0.02607636550136655,0.04963371132762827,0.4673913043478261,0.23043478260869565
matched_budget,development,spatial_p0040_l025,0.004,0.25,978,460,,,,,,0.020276353270428368,0.009321430514152018,0.026464109549774573,0.04997516966867319,0.4652173913043478,0.23043478260869565
matched_budget,development,spatial_p0040_l050,0.004,0.5,978,460,,,,,,0.020349243198962835,0.009198302769797051,0.026975253961627144,0.050025033254198124,0.46956521739130436,0.22826086956521738
matched_budget,development,spatial_p0040_l100,0.004,1.0,978,460,,,,,,0.02041698148023826,0.009237991478616592,0.027032183652800856,0.050025033254198124,0.4673913043478261,0.22826086956521738
matched_budget,development,spatial_p0040_l200,0.004,2.0,978,460,,,,,,0.02041776613661388,0.009237991478616592,0.02710978372412559,0.050025033254198124,0.4717391304347826,0.2326086956521739
matched_budget,development,spatial_p0040_l400,0.004,4.0,978,460,,,,,,0.02077236496260419,0.009583358002920539,0.027649565514797025,0.05099221794142057,0.4652173913043478,0.23043478260869565
matched_budget,development,spatial_p0060_l000,0.006,0.0,978,460,,,,,,0.018556387802806926,0.009076877830179297,0.025799481332915708,0.047613470208182046,0.47391304347826085,0.20869565217391303
matched_budget,development,spatial_p0060_l025,0.006,0.25,978,460,,,,,,0.018395423182174214,0.00887103365839137,0.026031783704020317,0.047613470208182046,0.48043478260869565,0.21304347826086956
matched_budget,development,spatial_p0060_l050,0.006,0.5,978,460,,,,,,0.019338551737540618,0.0091700323581414,0.026160720630269196,0.04864159429392914,0.4782608695652174,0.21521739130434783
